paper_name,article_title,summary
b'https://www.financialexpress.com',b'Biggest bank fraud and RBI Governor\xe2\x80\x99s resignation mark a dismal banking year: 2018 year in review',"b'Eight-nine years into the twin-balance sheet challenge, I don\xe2\x80\x99t think we can any more afford to say we should relax regulatory constraints because that would be kicking the can down the road and making the problem worse.\xe2\x80\x9d\n\nThe former CEA, whose book, \xe2\x80\x98Of Counsel: The Challenges of the Modi-Jaitley Economy\xe2\x80\x99 was launched recently, however, wants the Reserve Bank of India (RBI) to be made accountable for any regulatory or supervisory failure.Asserting that the central bank definitely has excess reserves built up over the years, Subramanian wondered why the RBI chose to miss its own Mario Draghi moment and didn\xe2\x80\x99t, on its own, suggest conditional transfer of surplus to the government.Amid a raging debate over the need to change the RBI\xe2\x80\x99s governance structure, Subramanian, who quit as the CEA in late July, endorsed the view that the central bank\xe2\x80\x99s board should continue to play only an advisory role and policy-making should best be left to the management.In recent months, following a tussle between the finance ministry and the central bank over a host of vexed issues, there has been a clamour for further empowering the RBI board.The RBI, however, has cautioned against \xe2\x80\x9cany push for dilution of standards in the name of aligning them with international benchmarks.\xe2\x80\x9d\n\nOn the goods and services tax (GST) revenue trailing the budget estimate \xe2\x80\x93 the average monthly collection so far has been about Rs 97,000 crore, which means for the Centre to meet its budget target for GST, the collections in the last four months of the fiscal should be Rs 1.2 lakh crore/month \xe2\x80\x93, Subramanian said it might not be the right way to assess the GST revenue against the budget projections.'"
b'https://www.financialexpress.com',"b""Regulatory rectitude: 'Capital norms for banks can't dilute'""","b'Bombay High Court upholds December 31 deadline for Kotak stake reduction\n\nThe Bombay High Court on Monday refused to stay regulatory proceedings against Kotak Mahindra Bank in the event of its failure to meet the Reserve Bank of India\xe2\x80\x99s (RBI) December 31 deadline on shareholding norms for private banks.On December 10, the bank filed a writ petition in the Bombay High Court against the RBI decision to overrule an issue of perpetual non-convertible preference shares (PNCPS) as a valid means of reducing promoter Uday Kotak\xe2\x80\x99s shareholding in the bank.Notifying the stock exchanges of its decision to move court, Kotak Mahindra Bank on December 14 said it had since clarified and conveyed to the RBI its position in relation to PNCPS being a part of paid-up capital and the legal basis on the matter of dilution of shareholding under the Banking Regulation Act.According to the bank, it had also shared with the central bank the opinions of eminent jurists and senior legal counsels of the country, which confirm its understanding of the rules.As they had not heard from the RBI on the matter and given the December 31 deadline, the bank had filed the writ petition \xe2\x80\x9cby way of abundant caution\xe2\x80\x9d.'"
b'https://www.financialexpress.com',b'No respite for Kotak Mahindra Bank : Bombay High Court upholds December 31 deadline for stake reduction',"b'India\xe2\x80\x99s largest bank State Bank of India has topped the list of PSU banks with maximum number of actions taken against officials involved in fraud in the last three years.This is over 9% of the total cases involving bank staff in public and private sector banks, Shiv Pratap Shukla, minister of state in the ministry of finance, informed the Rajya Sabha in his written reply.Punjab National Bank figures at the second position in the list with 1,127 officials or 8% of the total 13,949 officials allegedly involved in fraud.Manipal based Syndicate Bank figures at the third position in the list with action taken against 894 officials of the bank.Central Bank of India figures at the fourth position in the list with action taken against 728 of its officials followed by the Bank of Baroda with action taken against 674 of its officials.'"
b'https://www.financialexpress.com',b'PSU bank fraud: SBI tops with most employees caught in the act; next on the list is no surprise',"b'The move to merge more banks after State Bank of India (SBI) was unwarranted as it would not be beneficial to the economy and the people at large, All India Bank Employees Association (AIBEA) said.The move would also affect employment opportunities in the banking industry,\xe2\x80\x9d PTI reported citing the Association general secretary C H Venkatachalam.About ten lakh bank employees and officers would take part in the countrywide strike, he added.Also read: Share market live Updates: Sensex closes 307 points higher; Nifty near 10,900; Kotak Mahindra down 3.3%\n\nConsidering a large number of villages which needs banking services, the consolidation move is unwarranted, he further said.Meanwhile, of the three banks to be merged, Dena Bank is the weakest, with non-performing asset (NPA) ratio of 11.04 per cent and business of Rs 1.72 lakh crore, as compared to 5.4 per cent NPA and Rs 10.2 lakh crore business of Bank of Baroda and 4.10 per cent NPA and Rs 2 lakh crore worth business of Vijaya Bank.'"
b'https://www.financialexpress.com',b'Bank employees to go on nationwide strike on December 26; here\xe2\x80\x99s why',"b'In a major development, the Bombay High Court Monday refused to grant a stay on the Reserve Bank of India\xe2\x80\x99s (RBI) December 31 deadline to Kotak Mahindra Bank for promoter stake dilution.Subsequent to the development, shares of Kotak Mahindra Bank declined by more than 3.3% to hit an intra-day low of Rs 1,214.10 a share on BSE.The lender is now required to bring down the promoter stakeholding by 10% over the next remaining 15 days or ready to face action from the central bank.ALSO READ I Share market live Updates: Sensex up 300 pts; Nifty nears 10,900; Kotak Mahindra slumps 3%\n\nEarlier, the Reserve Bank of India had asked the bank to bring down stakes owned by promoters from 30% to less than 20% by the end of December 31, 2018.Last week, Kotak Mahindra Bank filed a writ petition with the Bombay High Court on the Banking Regulation Act, seeking validation in whether the issuance of Perpetual Non-convertible Preference Shares (PNCPS) in August 2 meets the requirements of reducing promoters\xe2\x80\x99 stakeholding set by the RBI.'"
b'https://www.financialexpress.com',b'Kotak Mahindra Bank vs RBI: Bombay HC refuses to stay grant on Dec 31 deadline for promoter stake dilution',"b'Power Finance Corporation (PFC) may have to approach foreign banks to raise part of the Rs 7,000 crore it needs to buy out the central government\xe2\x80\x99s stake in REC as public sector banks (PSBs) may hit the regulatory limits set on exposures to a single entity, senior bankers said.The exposure to a single borrower may exceed the 15% norm by an additional 5% to go up to 20% of a bank\xe2\x80\x99s capital funds, provided the additional credit exposure is on account of extension of credit to infrastructure projects.The deal, similar to ONGC\xe2\x80\x99s purchase of the government\xe2\x80\x99s stake in HPCL last year, would be crucial for the Centre to meet this year\xe2\x80\x99s ambitious disinvestment target of Rs 80,000 crore.Moody\xe2\x80\x99s Investors Service had on Thursday said it has placed both PFC and REC \xe2\x80\x9con review for downgrade\xe2\x80\x9d after the Cabinet decision on the deal.The acquisition of the government\xe2\x80\x99s stake in REC by PFC is credit-negative for the latter because it will materially weaken its consolidated capital ratios, said the report.'"
b'https://www.financialexpress.com',b'PFC may approach foreign banks to fund REC stake buy',"b'Global card payments major Mastercard has proposed to the Reserve Bank a \xe2\x80\x9ccertain\xe2\x80\x9d date from which it will start deleting data of Indian cardholders from global servers but warned that it would also mean weakening of \xe2\x80\x9csafety and security\xe2\x80\x9d over a period of time.It has given a proposal to the RBI to delete back data from certain date but is wary of consequences of such a move, including disputes over transactions.\xe2\x80\x9cNo other country in the world has asked us the data to be deleted from the global server and the reason why it is a concern for us because that would be weakening of the safety, security over a period of time,\xe2\x80\x9d Singh said.As far as we are concerned, we have said this is the date earliest we can do\xe2\x80\xa6 And this is going to be impact in the longer term which you need to consider,\xe2\x80\x9d he added.\xe2\x80\x9c\xe2\x80\xa6the date of (data) deletion (from global servers) is something which is not yet decided as we are waiting for the RBI to confirm back to us,\xe2\x80\x9d he said and added \xe2\x80\x9cwe have proposed a certain date on which we will start deleting the data on a running/regular basis\xe2\x80\x9d.'"
b'https://www.financialexpress.com',b'Mastercard says will start deleting data of Indian cardholders from global servers; warns of impact',"b'ED took over the case on the basis of a charge sheet filed by the income tax department against Burman for undeclared income in 2007-08.In a major crackdown, the Enforcement Directorate (ED) on Saturday seized assets worth Rs 20.8 crore belonging to Dabur India director Pradip Burman under the Foreign Exchange Management Act (FEMA) for allegedly depositing and holding a bank account in HSBC, Zurich in an unauthorized manner.Read | HSBC black money list: ED seizes Rs 20.87 crore assets of Dabur\xe2\x80\x99s Pradip Burman\n\nThe agency also seized assets of additional MD of Emmar MGF, Shravan Gupta worth Rs 10.28 crore in lieu of assets held abroad.20.8 Crores of Pradip Burman, Director, Dabur India Ltd. for unauthorizedly depositing & holding a bank account in HSBC, Zurich,\xe2\x80\x9d news agency ANI reported.\xe2\x80\x94 ANI (@ANI) December 15, 2018\n\nED took over the case on the basis of a chargesheet filed by the income tax department against Burman for undeclared income in 2007-08.'"
b'https://www.financialexpress.com',b'Black money case: Enforcement Directorate seizes assets of Dabur\xe2\x80\x99s Pradip Burman and Emaar MGF\xe2\x80\x99s Shravan Gupta',"b'Opposing the merger of these three banks, nearly 10 lakh bank employees and officers would take part in the nation-wide strike on December 26, he said.(Reuters)\n\nThe All India Bank Employees Association (AIBEA) which has called for a nation-wide strike on December 26 opposing the merger of Bank of Baroda, Dena Bank and Vijaya Bank, Saturday said the move was unwarranted as it would not be beneficial to the economy and the people at large.The move would also affect employment opportunities in the banking industry,\xe2\x80\x9d the Association general secretary CH Venkatachalam said here.Also read: Google Shopping: New rival to Amazon, Flipkart in India; what it is, how to buy\n\nReferring to the government\xe2\x80\x99s contention that the merger would make the banks stronger, Venkatachalam said, \xe2\x80\x9cthere is no evidence to this conclusion.Opposing the merger of these three banks, nearly 10 lakh bank employees and officers would take part in the nation-wide strike on December 26, he said.'"
b'https://www.financialexpress.com',b'Check out! Bank employees to go on nation-wide strike on December 26; here\xe2\x80\x99s reason',"b'Over the last few months, the issue of governance of the central bank has turned into one of the key flashpoints, with the government favouring a framework where the role of directors on the board goes beyond the advisory.The central board of the Reserve Bank of India (RBI) on Friday discussed its governance framework and decided the matter required further examination, the central bank said in a statement on its website.Over the last few months, the issue of governance of the central bank has turned into one of the key flashpoints, with the government favouring a framework where the role of directors on the board goes beyond the advisory.On its part, the RBI is believed to have taken the view that since some of the board members run businesses regulated by the central bank, granting them the power to direct the RBI management would amount to conflict of interest.The matter had long been on the agenda of today\xe2\x80\x99s meeting and it is believed to a key reason for Urjit Patel stepping down as the RBI governor on December 10.'"
b'https://www.financialexpress.com',b'Board for further examination of framework',"b'Arun Jaitley\n\nFinance minister Arun Jaitley on Friday denied any government intrusion into the Reserve Bank of India\xe2\x80\x99s (RBI\xe2\x80\x99s) autonomous policy turf, arguing that making suggestions on crucial matters wasn\xe2\x80\x99t an aberration and that the economic system works through communications and dialogues.The minister listed difficulty in getting credit and liquidity crunch as two immediate challenges, but said the country\xe2\x80\x99s ability to maintain 7-8% economic growth was \xe2\x80\x9cfairly certain\xe2\x80\x9d.On a day when leading economists, including Raghuram Rajan, released a report suggesting that focussing on growth at the cost of fiscal prudence would be unwise, Jaitley reiterated that the Centre would meet its FY19 fiscal deficit target of 3.3% of GDP.\xe2\x80\x9cWe told them these are the problems that markets are facing and these come under your domain\xe2\x80\xa6 If the sovereign government is pointing out that there are credit and liquidity issues in the country, how is it infringing on the autonomy (of RBI)?\xe2\x80\x9d the minister said at a Ficci event.India not creating enough jobs; no improvement in fisc\n\n\xe2\x80\x9cHope things will work out well in the future.\xe2\x80\x9d'"
b'https://www.financialexpress.com',"b'Plain speaking! Government raising issues no threat to RBI autonomy, says Arun Jaitley'","b'Concerns were raised after the CATMi last month said that nearly 50 per cent of the ATMs may be shut down by March 2019 due to unviability of operations.The public Sector banks (PSB) have no plans to shut down 50 per cent of their ATMs in the country, Minister of State for Finance Shiv Pratap Shukla told the Lok Sabha on Friday.Concerns were raised after the Confederation of ATM Industry (CATMi) last month said that nearly 50 per cent of the Automated Teller Machines (ATMs) may be shut down by March 2019 due to unviability of operations.\xe2\x80\x9cAs apprised by the public sector banks (PSBs), they do not have any plan to shut down nearly 50 per cent of ATMs by March 2019,\xe2\x80\x9d Shukla said in a written reply to a question raised in the House.Also read: Shutdown of 50% ATMs may cause demonetisation like chaos as Jan Dhan account holders queue up for cash\n\nReplying to another question, he said that 2.21 lakh ATMs were deployed in the country as on September 30, as reported by the Scheduled Commercial Banks, Small Finance Banks, Payment Banks and White Label ATM Operators.'"
b'https://www.financialexpress.com',"b'State-run banks have no plan to shut ATMs, says government'","b'As per RBI data on global operations for PSBs, during the financial years 2014-15 to 2017-18, PSBs recovered Rs 2,33,339 crore, of which Rs 32,693 crore was from written-off accounts, Minister of State for Finance Shiv Pratap Shukla said in a written reply in Lok Sabha.Read | PM Narendra Modi\xe2\x80\x99s 84 foreign trips cost India this much, Finance Ministry reveals\n\n\xe2\x80\x9cBorrowers of such written-off loans continue to be liable for repayment.Country\xe2\x80\x99s largest lender SBI, stood on a gross bad loans of Rs 2.02 lakh crore as on September 30, 2018, showed the data furnished by the minister which was sourced from the Reserve Bank.Also read | Rajasthan CM announcement LIVE Updates: Rahul Gandhi picks Ashok Gehlot as Chief Minister, Sachin Pilot appointed Deputy CM\n\nAmong the rest of the 20 PSBs, Punjab National Bank had grossed NPAs to the tune of Rs 80,993 crore by end of second quarter of the current fiscal, IDBI Bank Rs 50,690 crore, Bank of India Rs 50,338 crore, Union Bank of India Rs 48,575 crore.In reply to a query on gross advances done, the minister said aggregate gross advances of PSBs increased from Rs 16.98 lakh crore as at end-March 2008 to Rs 45.91 lakh crore by the end of March 2014.'"
b'https://www.financialexpress.com',"b'PSU banks recovered this whopping amount of bad loans in 4 years to FY18, says minister'","b'Nirav Modi and Mehul Choksi are the alleged kingpins behind the Rs 13,000 crore fraud at Punjab National Bank.The Serious Fraud Investigation Office (SFIO) is yet to submit its investigation report to the government on diamond merchant Nirav Modi and his uncle Mehul Choksi with regard to multi-crore Punjab National Bank scam, Parliament was informed on Friday.The ministry has ordered investigation into the affairs of 114 entities directly or indirectly associated with jewellers Nirav Modi, Ami Modi and Mehul Choksi in February 2018 and assigned the same to SFIO with most of the entities having their registered offices in Mumbai, Minister of State for Corporate Affairs P P Chaudhary said in a written reply to Lok Sabha.Read | PM Narendra Modi\xe2\x80\x99s 84 foreign trips cost India this much, Finance Ministry reveals\n\n\xe2\x80\x9cSFIO has not yet submitted the investigation report to the central government,\xe2\x80\x9d he added.Modi and Choksi are the alleged kingpins behind the Rs 13,000 crore fraud at Punjab National Bank.'"
b'https://www.financialexpress.com',"b'SFIO yet to submit report on Nirav Modi, Mehul Choksi in PNB scam'","b'\xe2\x80\x9cWe are working closely with these employees and relevant parties on existing opportunities and fair separation packages, as well as offering outplacement services.\xe2\x80\x9d\n\nStandard Chartered declined to disclose the number of jobs affected, while Reuters, which reported the move earlier, said the firm laid off more than 200 retail banking employees.India not creating enough jobs; no improvement in fisc\n\nThe layoffs come at a time the bank is attempting to address investor concerns such as rising expenses and an about 40 percent decline in the share price since Bill Winters became chief executive officer in June 2015.Winters said in October that the firm was working on a three-year plan to improve performance.The bank is also cutting jobs in Dubai and key markets including Singapore, including some senior roles, people familiar with the matter said earlier this month.As many as 100 positions may be impacted in Dubai although the number hasn\xe2\x80\x99t been finalized, two of the people said.'"
b'https://www.financialexpress.com',b'Job loss! Standard Chartered to cut banking jobs in India; gives this reason',"b'With a new governor at the helm of the Reserve Bank of India (RBI), the government, through its nominees, is unlikely to insist on immediate changes in the way the RBI is being governed at the central bank board\xe2\x80\x99s meeting on Friday.Analysts feel Das will choose a middle path to take both the government nominees (on the RBI board) and the central bank management on board to avoid a crisis on the governance issue.Recently, in an interview to FE, economic affairs secretary Subhash Chandra Garg had said while the government was committed to RBI\xe2\x80\x99s autonomy, there was a need to ensure the central bank was more responsive and transparent in the manner other regulators were.The role of the RBI\xe2\x80\x99s central board is also sought to be enhanced (especially by the government nominees) in the decision-making of the RBI.Following up on his promise, Das held a meeting with Mumbai-based chiefs of public sector banks on Thursday in which issues, including the \xe2\x80\x9cstringent\xe2\x80\x9d corrective regime for stressed banks and capital requirement of banks, were discussed.'"
b'https://www.financialexpress.com',b'RBI Board Meet: No change in governance structure soon',"b'With borrowers delaying repayments on agri loans and delinquencies on the rise, State Bank of India (SBI) has been moving to limit losses in the agri segment by making loans backed by gold.Between September 2017 and September 2018, SBI\xe2\x80\x99s agri-loan portfolio shrunk 0.3% to Rs 1.9 lakh crore even as all other segments of domestic advances saw a positive growth.Since 2016, a number of large states \xe2\x80\x93 Karnataka, Maharashtra, Punjab and Uttar Pradesh among them \xe2\x80\x93 have announced farm-loan waivers.At SBI, the gross non-performing asset (NPA) ratio for its agri loan book shot up to 11.43% at the September-end this year from 9.93% on September 30, 2017; slippages or accretion of fresh bad loans were Rs 2,700 crore.Here\xe2\x80\x99s what your bank wants you to do before December 31\n\nThe largest private bank by assets, HDFC Bank, too, admitted to facing repayment pressure in agri loans, even as it didn\xe2\x80\x99t disclose the quantum of slippages.'"
b'https://www.financialexpress.com',b'SBI switches to farm lending backed by gold',"b'In the current quarter, BoI has put up for sale NPAs worth rS 10,710 crore, including its exposures to eight power projects and five accounts named in either of the Reserve Bank of India\xe2\x80\x99s (RBI) two lists.Bank of India (BoI) on Thursday sought bids from financial advisors who will be roped in to execute the sale of its non-performing asset (NPA) portfolio, including the processes of due diligence and valuation of NPAs.The financial advisor will provide the checklist formats and assist the bank identify the information to be pooled together for investors to carry out due diligence.The advisor will also be tasked with providing guidance to the bank on the estimated realisable value of individual assets and portfolios.In the current quarter, BoI has put up for sale NPAs worth rS 10,710 crore, including its exposures to eight power projects and five accounts named in either of the Reserve Bank of India\xe2\x80\x99s (RBI) two lists.'"
b'https://www.financialexpress.com',b'BoI to hire financial advisor for NPAs sale',"b'ICICI Bank officials alone account for 2,236 or 16% (one-sixth) of the total such cases, Minister of State for Finance Shiv Pratap Shukla told the Rajya Sabha in a written reply on Tuesday.ICICI Bank has topped the list of banks with maximum number of employees on whom action has been taken in the last three years for involvement in frauds.ICICI Bank officials alone account for 2,236 or 16% (one-sixth) of the total such cases, Minister of State for Finance Shiv Pratap Shukla told the Rajya Sabha in a written reply on Tuesday.In each of these three years, 2015, 2016 and 2017, the number of ICICI Bank officials against whom the action has been taken was in the range of over 600 to under 900.However, during the same period, the number of ICICI Bank officials involved in fraud cases against whom the action was taken was 732 in 2015; then it fell 15% to 625 in 2016; but then rose 40% to 879 in 2017.'"
b'https://www.financialexpress.com',b'ICICI Bank tops list of most employees caught in fraud',"b'Stricter action including dismissal and compulsory retirement were taken in cases where an element of fraud was observed, the minister informed the house in a written reply to a question by members.Also read| Government mulls additional Rs 30,000 cr capital infusion in PSU banks\n\nIn the aftermath of the global financial crisis, the Reserve Bank of India had relaxed asset classification norms, which allowed commercial banks to resort to ever-greening of non-performing assets.The Asset Quality Review, initiated by the then RBI governor Raghuram Rajan exposed the real magnitude of the bad loan problem.The government had, last month, authorised public sector bank chiefs to request look-out circulars to prevent wilful defaulters and fraudsters from fleeing the country.This follows the exit of high profile defaulters like Vijay Mallya, Nirav Modi and Mehul Choksi from the country.The government\xe2\x80\x99s efforts to bring the defailters back into the country received a huge boost when a UK court rejected Vijay Mallya\xe2\x80\x99s plea challenging his extradition.'"
b'https://www.financialexpress.com',"b'Wilful defaults: 2,571 FIRs registered, 9,363 recovery suits filed by PSU banks'","b'The government is considering additional capital infusion of up to Rs 30,000 crore in public sector banks as they have been unable to raise required funds from the markets, sources said.As part of the capital infusion plan announced by the Finance Ministry in October 2017, the government envisaged that public sector banks (PSBs) would raise Rs 58,000 crore from the stock markets by March 2019 to meet Basel III norms.However, the banks have got a breather in respect of Capital Conservation Buffer (CCB), a part of Basel III norms.Despite this relaxation, PSBs need more funds to meet global capital norms called Basel III as the RBI has retained the capital to risk weighted assets ratio (CRAR) at 9 per cent, sources said, adding, the shortfall could be around Rs 30,000 crore.This entailed mobilisation of capital to the tune of about Rs 2,11,000 crore over the next two years \xe2\x80\x94 through budgetary provisions of Rs 18,139 crore, recapitalisation bonds of Rs 1,35,000 crore, and the balance through raising of capital by banks from the market while diluting government equity estimated at Rs 58,000 crore.'"
b'https://www.financialexpress.com',"b'Government mulls additional Rs 30,000 cr capital infusion in PSU banks'","b'On the appointment of new MD and CEO, the bank said the \xe2\x80\x98Search & Selection Committee\xe2\x80\x99 (SSC) and the board are \xe2\x80\x9con track\xe2\x80\x9d to complete the process within the stipulated timeline given by the RBI.On the appointment of new MD and CEO, the bank said the SSC has discussed and deliberated on the final shortlisted external and internal candidates presented by consulting firm Korn Ferry post their comprehensive interviews and assessment.The final recommendation will be submitted to the RBI by the Board of Directors post their next meeting scheduled on January 9, 2019,\xe2\x80\x9d it added.READ | Yes Bank board meet: Private lender says on track to find new CEO within RBI deadline; shares fall 6%\n\nFollowing the last meeting of the N&RC, two newly-appointed additional directors (independent) T S Vijayan and Uttam Prakash Agarwal attended their first board meeting Thursday.The board strength now stands restored at eight members with only one vacancy, the filing said.'"
b'https://www.financialexpress.com',"b'Yes Bank says candidate for chairman post finalised, name to be sent to RBI for approval'","b'The government is likely to keep its bank recapitalisation target unchanged at Rs 65,000 crore for the current financial year as lenders under RBI\xe2\x80\x99s prompt corrective action (PCA) framework will not maintain capital conservation buffers, rating agency Icra said on Wednesday.\xe2\x80\x9cGovernment will keep the bank recapitalisation plan for FY19 unchanged at Rs 65,000 crore, as the capital support during the current year has been restricted to only those PSBs (public sector banks) that were breaching or likely to breach the regulatory capital ratio, i.e, capital to risk weighted assets ratio (CRAR) of 9 per cent,\xe2\x80\x9d Icra said in its report.The recent softening in bond yields and consequent reversal of mark-to-market (MTM) losses on bond portfolios, coupled with significant reduction in risk weighted assets by state-run lenders, is also expected to lower the capital requirements of PSBs despite sizeable losses estimated for FY19, according to the agency.The report said the recent relaxation in capital conservation buffer (CCB) framework and large capital requirements of one of the PSBs \xe2\x80\x93 IDBI Bank \xe2\x80\x93 will now be met by Life Insurance Corporation of India (LIC) and obviate the need of capital support for the government.\xe2\x80\x9cWith ongoing resolution of stressed assets, we expect GNPAs and NNPAs for banking sector are likely to reduce to around 10.2 per cent and 4.3 per cent, respectively, by March 2019, which in absence of resolution could have been higher at 12.2 per cent and 4.9 per cent, respectively,\xe2\x80\x9dsaid Srinivasan.'"
b'https://www.financialexpress.com',"b'Government may keep FY19 bank recap target at Rs 65,000 crore: Icra'","b'The norms call for aspirational districts to be accorded preference by central public sector enterprises (CPSE) for their CSR activities.Public sector units (PSUs) will now identify central themes for corporate social responsibility activities every year, with 60 per cent of their CSR expenditure dedicated to the thematic programmes, as per new guidelines issued by Department of Public Enterprises.\xe2\x80\x9cFor the current year 2018-19, school education and healthcare may be taken up as the theme for focused intervention,\xe2\x80\x9d the guidelines said.Also read| CAIT slams CII report favouring 100% FDI in multi-brand retail\n\n\xe2\x80\x9cThe Competent Authority has further entrusted to Niti Aayog the responsibility to pilot the programme,\xe2\x80\x9d they added.The CPSE undertaking CSR activity in aspirational districts would designate a senior level functionary as nodal officer to liaise closely with the district administration of concerned aspirational district.'"
b'https://www.financialexpress.com',b'PSUs to identify annual themes for CSR; focus on aspirational districts',"b'Representative Image\n\nThe country\xe2\x80\x99s largest lender SBI is running pilot projects to disburse agricultural loans digitally and expects to roll out the services very soon, a top official said Tuesday.We have tied-up with some players for settlement of payments.Also the digital land records of farmers are available,\xe2\x80\x9d SBI MD (Retail & Digital Banking) P K Gupta said on the sidelines of an event here.When asked about the time-line for the launch of the services, he said as the pilot projects are on already, the bank hopes to provide such services soon.Speaking at the Inclusive Finance India Summit 2018, Gupta said there are lot many fin-tech players presently and many states also have the land records of the farmers, so it will help in providing digital loans to farmers using technology.'"
b'https://www.financialexpress.com',b'SBI plans to disburse agricultural loans digitally: Official',"b'Country\xe2\x80\x99s largest lender State Bank of India (SBI) Tuesday said extradition of fugitive liquor baron Vijay Mallya from the UK to India will speed up the recovery of over Rs 9,000 crore of loans.Read: Vijay Mallya\xe2\x80\x99s extradition to India: Amit Shah says entire credit goes to PM Narendra Modi\n\n\xe2\x80\x9cSBI is the lead consortium (to loans given to Kingfisher Airlines), and, as of date, we don\xe2\x80\x99t have any offer on our table,\xe2\x80\x9d he said.Kumar further said with Mallya\xe2\x80\x99s extradition, the process to extradite Nirav Modi and Mehul Chowksi, wanted in the biggest-ever banking fraud of over Rs 13,000 crore at state-run Punjab National Bank, will also pick up pace.To a query on whether he sees any relaxation in RBI\xe2\x80\x99s February 12 circular on one-day default norms post resignation of Patel, he said, \xe2\x80\x9cI don\xe2\x80\x99t know whether there will be relaxation or no relaxation.On the issue of promoter\xe2\x80\x99s holding in a bank, he said a wider ownership is always preferred.'"
b'https://www.financialexpress.com',"b'Extradition of \xe2\x80\x98once king of good times\xe2\x80\x99 Vijay Mallya from UK to speed up loan recovery process, says SBI'","b'RBI slaps Rs 1 crore fine on Indian Bank for violating cyber security norms\n\nThe Reserve Bank of India Tuesday said it has imposed a fine of Rs 1 crore on Indian Bank for violating cyber security norms.The RBI has imposed, by an order dated November 30, 2018, a monetary penalty of Rs 10 million on Indian Bank for contravention of Circular on Cyber Security Framework in banks, the central bank said in a release.The contravention is with regard to RBI\xe2\x80\x99s directions on Frauds- Classification and Reporting by Commercial Banks.READ ALSO | Govt likely to make announcement on Urjit Patel\xe2\x80\x99s successor soon: Finance Secretary\n\n\xe2\x80\x9cThis penalty has been imposed in exercise of powers vested in RBI under the provisions of\xe2\x80\xa6the Banking Regulation Act, 1949 taking into account the failure of the bank to adhere to the aforesaid guidelines and directions issued by RBI,\xe2\x80\x9d it said.This action is based on deficiencies in regulatory compliance and is not intended to pronounce upon the validity of any transaction or agreement entered into by the bank with its customers, the release added.'"
b'https://www.financialexpress.com',b'RBI slaps Rs 1 crore fine on Indian Bank for violating cyber security norms',"b'Urjit Patel\xe2\x80\x99s resignation signals dangerous trend, says AIBEA\n\nAlthough the All India Bank Employees\xe2\x80\x99 Association (AIBEA) had earlier demanded RBI Governor Urjit Patel\xe2\x80\x99s resignation, his calling it quits on Monday has left the banking body shocked and disturbed and it has termed it a \xe2\x80\x9cdangerous trend\xe2\x80\x9d.The reasons for his resignation are obvious and signals a dangerous trend that institutions like RBI are no longer independent,\xe2\x80\x9d AIBEA General Secretary C.H.Venkatachalam said at a time when there is a need for a more stronger and independent RBI, this vital institution is being intimidated by the central government.When cited AIBEA\xe2\x80\x99s earlier demand that Patel should quit, Venkatachalam told IANS: \xe2\x80\x9cWe had demanded his resignation over inaction on Nirav Modi issue.Read Also| Urjit Patel\xe2\x80\x99s resignation: 7 flashpoints between RBI and Modi government\n\n\xe2\x80\x9cThe continued silence of the RBI Governor with regard to the scam/fraud in PNB is surprising and astounding.'"
b'https://www.financialexpress.com',b'Urjit Patel\xe2\x80\x99s resignation signals dangerous trend: AIBEA',"b'Following the bank\xe2\x80\x99s communication to the stock exchanges, its shares fell as much as 7.3% intraday before ending down 6.6% than their previous close at Rs 1,198.15.Kotak Mahindra Bank on Monday filed a writ petition in the Bombay High Court against the Reserve Bank of India\xe2\x80\x99s (RBI) decision to overrule the issue of perpetual non-convertible preference shares (PNCPS) as a valid means of reducing promoter Uday Kotak\xe2\x80\x99s shareholding in the bank.Following the bank\xe2\x80\x99s communication to the stock exchanges, its shares fell as much as 7.3% intraday before ending down 6.6% than their previous close at Rs 1,198.15.The RBI took exception with the PNCPS route for stake dilution and on August 14, the bank had communicated the same to the exchanges.On Monday, the bank said it has since clarified and conveyed to the RBI its position in relation to PNCPS being a part of paid-up capital and the legal basis on the matter of dilution of shareholding under the Banking Regulation Act.'"
b'https://www.financialexpress.com',b'Promotor stake dilution: Kotak bank moves Bombay HC against decision',"b'I would like to thank everyone associated in building this venture from scratch.Bhattacharya will succeed former banker M V Nair, who is stepping down after completing five years with the company, SWIFT India said in a statement.The company was created to deliver high quality domestic financial messaging services to the Indian financial community.Bhattacharya said the venture has a huge potential to contribute significantly to the financial community in many domains.I would like to thank everyone associated in building this venture from scratch.\xe2\x80\x9d SWIFT India CEO Kiran Shetty hoped to work closely with the former SBI head.'"
b'https://www.financialexpress.com',b'SWIFT India ropes in ex-SBI chief Arundhati Bhattacharya as board chairman',"b'In a board meeting held Saturday, Axis Bank approved the appointment of Chaudhry as additional director.Axis Bank on Saturday inducted Amitabh Chaudhry as additional director on its board, three weeks ahead of his taking over as the new managing director and CEO of the private sector lender.In a board meeting held Saturday, Axis Bank approved the appointment of Chaudhry as additional director.The board also gave its nod for the reappointment of Samir Barua, Som Mittal and Rohit Bhagat as independent directors.Chaudhry, the former MD and CEO of HDFC Standard Life Insurance Company, was in September named the MD and CEO of Axis Bank for a period of three years, with effect from January 1, 2019.'"
